,zipcode,RegionType,StateName,City,Metro,CountyName,AVERAGE  PRICE,Income per capita,Median Age Male,Median Age Female,Bachelor's degree > 25,Public transportation
10346,34950,Zip,FL,Fort Pierce,Port St. Lucie,Saint Lucie County,98377.33333,15522.0,32.0,33.8,0.07300401,0.019638403999999998
10347,34951,Zip,FL,Fort Pierce,Port St. Lucie,Saint Lucie County,160613.0833,25465.0,55.3,55.3,0.11145364,0.00032840699999999996
10348,34952,Zip,FL,Port Saint Lucie,Port St. Lucie,Saint Lucie County,181666.3333,26533.0,48.8,53.2,0.13060597300000001,0.003917787
10349,34953,Zip,FL,Port Saint Lucie,Port St. Lucie,Saint Lucie County,228173.3333,23644.0,34.5,39.3,0.129086834,0.000771124
10350,34956,Zip,FL,Indiantown,Port St. Lucie,Martin County,134289.5,13516.0,36.3,30.0,0.048503454,0.005899705
10351,34957,Zip,FL,Jensen Beach,Port St. Lucie,Martin County,300222.9167,37347.0,56.4,59.4,0.198572253,0.001267427
10352,34972,Zip,FL,Okeechobee,Okeechobee,Okeechobee County,128332.4167,15547.0,35.6,37.8,0.077924929,0.002765245
10353,34974,Zip,FL,Okeechobee,Okeechobee,Okeechobee County,140274.6667,25153.0,48.3,51.4,0.08742169699999999,0.00011452100000000001
10354,34981,Zip,FL,Fort Pierce,Port St. Lucie,Saint Lucie County,221822.5833,23126.0,51.0,47.6,0.100436681,0.0
10355,34982,Zip,FL,Fort Pierce,Port St. Lucie,Saint Lucie County,145692.5,20418.0,43.8,46.4,0.097798845,0.004876592
10356,34983,Zip,FL,Port Saint Lucie,Port St. Lucie,Saint Lucie County,203572.25,24800.0,40.9,44.4,0.10430935599999999,0.002144271
10357,34984,Zip,FL,Port Saint Lucie,Port St. Lucie,Saint Lucie County,222466.3333,28131.0,39.0,45.2,0.128786552,0.0
10358,34986,Zip,FL,Port Saint Lucie,Port St. Lucie,Saint Lucie County,246895.1667,34085.0,56.9,54.4,0.205421954,0.00040042699999999997
10359,34987,Zip,FL,Port Saint Lucie,Port St. Lucie,Saint Lucie County,277775.4167,31716.0,46.2,47.1,0.24090979399999998,0.026235094
10360,34990,Zip,FL,Palm City,Port St. Lucie,Martin County,400529.3333,50425.0,51.9,52.2,0.268892565,0.00218712
10361,34994,Zip,FL,Stuart,Port St. Lucie,Martin County,195369.6667,30660.0,43.5,51.7,0.173629865,0.000147558
10362,34996,Zip,FL,Stuart,Port St. Lucie,Martin County,313382.5,60387.0,60.8,64.5,0.225985157,0.0
10363,34997,Zip,FL,Stuart,Port St. Lucie,Martin County,294060.1667,32458.0,48.2,52.6,0.17695339100000002,0.001543527
10364,35004,Zip,AL,Moody,Birmingham-Hoover,Saint Clair County,165653.6667,27576.0,34.1,37.3,0.144208642,0.0
10365,35005,Zip,AL,Adamsville,Birmingham-Hoover,Jefferson County,91157.83333,21464.0,36.4,45.9,0.122179732,0.000374953
10366,35006,Zip,AL,Brookwood,Tuscaloosa,Tuscaloosa County,99480.0,24507.0,44.6,48.5,0.06072673,0.0
10367,35007,Zip,AL,Alabaster,Birmingham-Hoover,Shelby County,174602.5,28064.0,37.7,37.5,0.192269804,0.0
10368,35010,Zip,AL,Alexander City,Alexander City,Tallapoosa County,102311.5,23205.0,42.2,43.9,0.109555019,0.0
10369,35014,Zip,AL,Talladega,Talladega-Sylacauga,Talladega County,101133.0,20718.0,42.7,47.1,0.055043384,0.0
10370,35016,Zip,AL,Arab,Albertville,Marshall County,122320.5,26256.0,40.6,45.0,0.14174757300000002,0.0014773229999999998
10371,35019,Zip,AL,Baileyton,Cullman,Cullman County,110618.3333,19513.0,39.4,45.7,0.09401709400000001,0.0
10372,35020,Zip,AL,Bessemer,Birmingham-Hoover,Jefferson County,34401.25,16448.0,34.5,40.9,0.081467662,0.015877958
10373,35022,Zip,AL,Bessemer,Birmingham-Hoover,Jefferson County,177400.6667,29074.0,39.9,41.2,0.203952351,0.002181365
10374,35023,Zip,AL,Hueytown,Birmingham-Hoover,Jefferson County,105809.5833,22462.0,39.9,40.3,0.087440959,0.0
10375,35031,Zip,AL,Blountsville,Birmingham-Hoover,Blount County,208249.0833,20856.0,37.5,43.6,0.064872835,0.0
10376,35033,Zip,AL,Bremen,Cullman,Cullman County,129520.5,23203.0,42.7,40.0,0.07008466599999999,0.0
10377,35034,Zip,AL,Brent,Birmingham-Hoover,Bibb County,86080.83333,9267.0,32.4,36.3,0.071320182,0.011565836000000001
10378,35035,Zip,AL,Brierfield,Birmingham-Hoover,Bibb County,162434.9167,29250.0,51.0,54.5,0.15286624199999999,0.0
10379,35040,Zip,AL,Calera,Birmingham-Hoover,Shelby County,153899.25,26079.0,32.7,36.0,0.20088574,0.003420753
10380,35042,Zip,AL,Centreville,Birmingham-Hoover,Bibb County,112500.75,26041.0,43.0,46.7,0.066922037,0.008614501
10381,35043,Zip,AL,Chelsea,Birmingham-Hoover,Shelby County,242942.25,31456.0,39.1,34.4,0.304118125,0.0
10382,35044,Zip,AL,Childersburg,Talladega-Sylacauga,Talladega County,85404.75,18764.0,39.4,37.5,0.0453524,0.0
10383,35045,Zip,AL,Clanton,Birmingham-Hoover,Chilton County,101991.0833,27562.0,41.1,39.9,0.100028799,0.0
10384,35046,Zip,AL,Clanton,Birmingham-Hoover,Chilton County,146438.9167,23894.0,43.2,41.6,0.11880290199999999,0.0
10385,35049,Zip,AL,Cleveland,Birmingham-Hoover,Blount County,216757.75,21271.0,38.5,47.1,0.066295979,0.0
10386,35051,Zip,AL,Columbiana,Birmingham-Hoover,Shelby County,179968.25,26462.0,38.0,41.2,0.143766916,0.0
10387,35053,Zip,AL,Crane Hill,Cullman,Cullman County,242721.4167,36781.0,50.1,52.3,0.15431783300000002,0.036900369
10388,35054,Zip,AL,Pell City,Birmingham-Hoover,Saint Clair County,255671.3333,27870.0,48.9,53.6,0.13236889699999999,0.0
10389,35055,Zip,AL,Cullman,Cullman,Cullman County,135920.25,23465.0,36.7,39.5,0.129839233,0.001051402
10390,35057,Zip,AL,Good Hope,Cullman,Cullman County,141350.25,24128.0,37.3,40.0,0.094660989,0.0
10391,35058,Zip,AL,Cullman,Cullman,Cullman County,124815.75,24105.0,44.4,43.7,0.080759047,0.0060115
10392,35061,Zip,AL,Birmingham,Birmingham-Hoover,Jefferson County,52374.25,20664.0,39.1,56.3,0.08500590300000001,0.03364486
10393,35062,Zip,AL,Dora,Birmingham-Hoover,Walker County,130666.5833,28274.0,42.3,43.6,0.094408273,0.008666667
10394,35063,Zip,AL,Jasper,Birmingham-Hoover,Walker County,85865.33333,22049.0,38.8,48.6,0.039498671,0.0
10395,35064,Zip,AL,Fairfield,Birmingham-Hoover,Jefferson County,51655.83333,19739.0,35.6,40.7,0.128530495,0.009761635
10396,35068,Zip,AL,Fultondale,Birmingham-Hoover,Jefferson County,144300.6667,28652.0,34.7,38.5,0.161642316,0.0
10397,35070,Zip,AL,Garden City,Cullman,Cullman County,80388.83333,23683.0,33.7,34.9,0.0,0.0
10398,35071,Zip,AL,Gardendale,Birmingham-Hoover,Jefferson County,165031.0,31636.0,38.9,41.8,0.168949772,0.000263748
10399,35072,Zip,AL,Goodwater,Talladega-Sylacauga,Coosa County,72971.0,20577.0,45.0,47.2,0.062393162,0.010022271999999999
10400,35073,Zip,AL,Graysville,Birmingham-Hoover,Jefferson County,66042.25,21411.0,43.9,50.0,0.068985507,0.0039421809999999995
10401,35077,Zip,AL,Hanceville,Cullman,Cullman County,106115.75,20986.0,39.5,45.6,0.074062402,0.0
10402,35078,Zip,AL,Harpersville,Birmingham-Hoover,Shelby County,170591.5833,30182.0,46.6,51.0,0.086586231,0.0
10403,35079,Zip,AL,Hayden,Birmingham-Hoover,Blount County,183682.8333,23456.0,40.3,40.8,0.075085857,0.0
10404,35080,Zip,AL,Helena,Birmingham-Hoover,Shelby County,205157.5,34037.0,36.0,35.3,0.341916899,0.0
10405,35083,Zip,AL,Holly Pond,Cullman,Cullman County,111788.75,17605.0,41.4,37.6,0.076072534,0.0
10406,35085,Zip,AL,Jemison,Birmingham-Hoover,Chilton County,113446.3333,21892.0,31.5,39.1,0.066374663,0.0
10407,35087,Zip,AL,Joppa,Cullman,Cullman County,108908.0,24815.0,39.1,44.3,0.014616322,0.0
10408,35089,Zip,AL,Kellyton,Talladega-Sylacauga,Coosa County,64120.416670000006,18412.0,47.6,47.2,0.056407112,0.0
10409,35091,Zip,AL,Kimberly,Birmingham-Hoover,Jefferson County,196146.8333,30188.0,38.2,35.2,0.141072358,0.008754209
10410,35094,Zip,AL,Leeds,Birmingham-Hoover,Jefferson County,155715.9167,30300.0,37.7,40.9,0.17780655399999998,0.0
10411,35096,Zip,AL,Lincoln,Talladega-Sylacauga,Talladega County,142762.25,25982.0,41.5,46.5,0.12745967,0.0
10412,35097,Zip,AL,Locust Fork,Birmingham-Hoover,Blount County,250577.75,19772.0,42.8,42.0,0.058909091,0.0
10413,35098,Zip,AL,Logan,Cullman,Cullman County,123050.25,22253.0,39.3,50.6,0.051792829000000006,0.0
10414,35111,Zip,AL,Lake View,Tuscaloosa,Tuscaloosa County,198980.9167,31096.0,37.0,39.5,0.16456553,0.004903133
10415,35114,Zip,AL,Alabaster,Birmingham-Hoover,Shelby County,217684.5833,34508.0,38.5,37.5,0.264726631,0.0
10416,35115,Zip,AL,Montevallo,Birmingham-Hoover,Shelby County,143348.5833,20348.0,30.3,38.3,0.128549585,0.0
10417,35116,Zip,AL,Morris,Birmingham-Hoover,Jefferson County,161658.5,28839.0,45.0,45.0,0.15377328699999998,0.002507523
10418,35117,Zip,AL,Mount Olive,Birmingham-Hoover,Jefferson County,157199.25,31795.0,39.5,44.0,0.165935272,0.0
10419,35118,Zip,AL,Sylvan Springs,Birmingham-Hoover,Jefferson County,104224.8333,23155.0,37.9,43.3,0.054694622000000005,0.00990991
10420,35119,Zip,AL,Gardendale,Birmingham-Hoover,Jefferson County,65020.833329999994,10058.0,-666666666.0,40.2,0.0,0.0
10421,35120,Zip,AL,Odenville,Birmingham-Hoover,Saint Clair County,174093.5,24884.0,33.9,37.7,0.113257534,0.0
10422,35121,Zip,AL,Oneonta,Birmingham-Hoover,Blount County,211155.0,23825.0,40.3,40.6,0.08436019,0.0
10423,35124,Zip,AL,Pelham,Birmingham-Hoover,Shelby County,207165.5833,38108.0,37.4,40.2,0.26256751100000003,0.0
10424,35125,Zip,AL,Pell City,Birmingham-Hoover,Saint Clair County,132381.0833,21031.0,43.5,46.0,0.07574832,0.00046349900000000003
10425,35126,Zip,AL,Clay,Birmingham-Hoover,Jefferson County,144914.9167,28639.0,40.1,42.8,0.128878949,0.0
10426,35127,Zip,AL,Pleasant Grove,Birmingham-Hoover,Jefferson County,138651.6667,30427.0,39.2,46.9,0.13913409,0.0
10427,35128,Zip,AL,Pell City,Birmingham-Hoover,Saint Clair County,201357.4167,29937.0,39.7,40.5,0.149452579,0.0
10428,35130,Zip,AL,Dora,Birmingham-Hoover,Walker County,78260.91667,21022.0,42.8,46.0,0.037456875,0.0
10429,35131,Zip,AL,Ragland,Birmingham-Hoover,Saint Clair County,107927.5833,19892.0,43.3,44.3,0.059727559000000006,0.025226391
10430,35133,Zip,AL,Springville,Birmingham-Hoover,Saint Clair County,215319.6667,21506.0,41.0,43.7,0.098575279,0.0
10431,35135,Zip,AL,Riverside,Birmingham-Hoover,Saint Clair County,193152.1667,26859.0,31.3,35.9,0.107977992,0.0
10432,35136,Zip,AL,Rockford,Talladega-Sylacauga,Coosa County,109370.0,23241.0,45.8,47.3,0.106299213,0.0
10433,35143,Zip,AL,Shelby,Birmingham-Hoover,Shelby County,216714.4167,27913.0,44.2,47.4,0.15466101699999998,0.0
10434,35146,Zip,AL,Springville,Birmingham-Hoover,Saint Clair County,199640.9167,24145.0,42.6,45.6,0.161353661,0.0
10435,35147,Zip,AL,Chelsea,Birmingham-Hoover,Shelby County,196961.8333,35389.0,34.5,37.4,0.24535225,0.0
10436,35148,Zip,AL,Sumiton,Birmingham-Hoover,Walker County,91182.41667,24689.0,45.0,38.5,0.053380783,0.0
10437,35149,Zip,AL,Talladega,Talladega-Sylacauga,Talladega County,36025.16667,20159.0,40.7,23.9,0.0,0.0
10438,35150,Zip,AL,Sylacauga,Talladega-Sylacauga,Talladega County,75720.83333,20081.0,37.4,40.6,0.093303875,0.002935723
10439,35151,Zip,AL,Sylacauga,Talladega-Sylacauga,Talladega County,109039.4167,22835.0,45.0,45.8,0.103840957,0.0
10440,35160,Zip,AL,Talladega,Talladega-Sylacauga,Talladega County,75156.75,20820.0,41.2,43.6,0.079216948,0.010373689
10441,35171,Zip,AL,Thorsby,Birmingham-Hoover,Chilton County,122094.75,22440.0,41.5,36.0,0.132284134,0.0
10442,35172,Zip,AL,Trafford,Birmingham-Hoover,Jefferson County,171263.1667,20725.0,43.2,49.2,0.05850397,0.0
10443,35173,Zip,AL,Trussville,Birmingham-Hoover,Jefferson County,246134.1667,36124.0,38.7,40.8,0.238607492,0.0036767640000000003
10444,35175,Zip,AL,Union Grove,Albertville,Marshall County,136653.0833,23864.0,41.0,46.4,0.09621816300000001,0.0
10445,35176,Zip,AL,Vandiver,Birmingham-Hoover,Shelby County,142247.0833,20524.0,32.9,39.5,0.056838365999999994,0.0
10446,35178,Zip,AL,Vincent,Birmingham-Hoover,Shelby County,155722.6667,19940.0,32.7,41.1,0.078118256,0.0
10447,35179,Zip,AL,Falkville,Decatur,Morgan County,122903.3333,21894.0,43.6,39.2,0.054807692000000005,0.000515996
10448,35180,Zip,AL,Warrior,Birmingham-Hoover,Jefferson County,166345.9167,26139.0,41.3,40.8,0.096628289,0.011114911000000002
10449,35183,Zip,AL,Sylacauga,Talladega-Sylacauga,Talladega County,112945.75,30197.0,43.6,35.2,0.0,0.0
10450,35184,Zip,AL,West Blocton,Birmingham-Hoover,Bibb County,103391.0,22534.0,40.6,47.7,0.099563046,0.0
10451,35186,Zip,AL,Wilsonville,Birmingham-Hoover,Shelby County,223170.4167,35675.0,48.2,47.8,0.133011531,0.0
10452,35188,Zip,AL,Woodstock,Birmingham-Hoover,Bibb County,145280.9167,22599.0,35.9,32.3,0.05984556,0.0
10453,35203,Zip,AL,Birmingham,Birmingham-Hoover,Jefferson County,193278.9167,28410.0,36.9,44.9,0.13720838300000002,0.040941658
10454,35204,Zip,AL,Birmingham,Birmingham-Hoover,Jefferson County,27876.0,16181.0,42.2,48.6,0.086742095,0.097104946
10455,35205,Zip,AL,Birmingham,Birmingham-Hoover,Jefferson County,144760.1667,30714.0,30.7,28.6,0.300718133,0.008862494
10456,35206,Zip,AL,Birmingham,Birmingham-Hoover,Jefferson County,56620.416670000006,18947.0,35.9,39.4,0.100866956,0.006006425
10457,35207,Zip,AL,Birmingham,Birmingham-Hoover,Jefferson County,32565.75,14466.0,33.6,37.8,0.08502869099999999,0.057401812999999996
10458,35208,Zip,AL,Birmingham,Birmingham-Hoover,Jefferson County,45852.16667,17283.0,32.6,41.1,0.08602860300000001,0.053151551
10459,35209,Zip,AL,Homewood,Birmingham-Hoover,Jefferson County,329994.3333,42090.0,30.7,31.6,0.307868646,0.00872858
10460,35210,Zip,AL,Irondale,Birmingham-Hoover,Jefferson County,159701.0,33074.0,39.0,42.7,0.24117588199999998,0.0012296339999999998
10461,35211,Zip,AL,Birmingham,Birmingham-Hoover,Jefferson County,37590.58333,20745.0,35.6,42.3,0.150354448,0.024545277
10462,35212,Zip,AL,Birmingham,Birmingham-Hoover,Jefferson County,67616.33333,19673.0,32.9,35.8,0.13729716,0.054945055
10463,35213,Zip,AL,Mountain Brook,Birmingham-Hoover,Jefferson County,501898.4167,70550.0,37.5,35.4,0.461414098,0.0
10464,35214,Zip,AL,Forestdale,Birmingham-Hoover,Jefferson County,93800.0,24268.0,43.1,45.5,0.167678761,0.003787879
10465,35215,Zip,AL,Birmingham,Birmingham-Hoover,Jefferson County,98360.83333,22489.0,29.2,35.0,0.12386002800000001,0.005402431
10466,35216,Zip,AL,Vestavia Hills,Birmingham-Hoover,Jefferson County,270675.8333,39463.0,32.1,35.5,0.31547595100000003,0.001057775
10467,35217,Zip,AL,Tarrant,Birmingham-Hoover,Jefferson County,44225.33333,18816.0,35.0,42.7,0.092580575,0.00879824
10468,35218,Zip,AL,Birmingham,Birmingham-Hoover,Jefferson County,35320.58333,18744.0,33.2,38.8,0.065420561,0.056132257000000005
10469,35221,Zip,AL,Birmingham,Birmingham-Hoover,Jefferson County,22563.58333,20947.0,35.7,40.6,0.097003856,0.028537455
10470,35222,Zip,AL,Birmingham,Birmingham-Hoover,Jefferson County,260431.6667,37551.0,38.4,39.1,0.29556057199999997,0.017070009
10471,35223,Zip,AL,Mountain Brook,Birmingham-Hoover,Jefferson County,541372.3333,70604.0,43.3,43.0,0.393873366,0.0
10472,35224,Zip,AL,Birmingham,Birmingham-Hoover,Jefferson County,45901.25,17510.0,35.2,42.1,0.086275626,0.037840332000000004
10473,35226,Zip,AL,Hoover,Birmingham-Hoover,Jefferson County,280631.4167,46411.0,36.5,40.9,0.356720616,0.00201932
10474,35228,Zip,AL,Midfield,Birmingham-Hoover,Jefferson County,43920.66667,19107.0,34.4,45.2,0.11530653699999999,0.016762241
10475,35233,Zip,AL,Birmingham,Birmingham-Hoover,Jefferson County,185286.8333,29812.0,29.6,24.8,0.331995988,0.0
10476,35235,Zip,AL,Birmingham,Birmingham-Hoover,Jefferson County,122320.0,25477.0,35.2,40.8,0.167628866,0.001181102
10477,35242,Zip,AL,Hoover,Birmingham-Hoover,Jefferson County,350719.75,51709.0,40.3,41.6,0.383171017,0.0
10478,35243,Zip,AL,Vestavia Hills,Birmingham-Hoover,Jefferson County,372356.5,57139.0,38.6,37.9,0.40560437,0.0
10479,35244,Zip,AL,Hoover,Birmingham-Hoover,Jefferson County,295800.5,44782.0,40.5,40.4,0.369824593,0.0
10480,35401,Zip,AL,Tuscaloosa,Tuscaloosa,Tuscaloosa County,109829.0,13798.0,22.5,22.4,0.126489009,0.004953455
10481,35404,Zip,AL,Tuscaloosa,Tuscaloosa,Tuscaloosa County,116094.4167,22284.0,27.3,32.9,0.168191882,0.003565698
10482,35405,Zip,AL,Tuscaloosa,Tuscaloosa,Tuscaloosa County,166992.4167,27233.0,31.2,34.1,0.21697085300000002,0.000532576
10483,35406,Zip,AL,Tuscaloosa,Tuscaloosa,Tuscaloosa County,334136.0833,50917.0,38.8,40.6,0.374570151,0.002259036
10484,35441,Zip,AL,Akron,Tuscaloosa,Hale County,74086.5,20872.0,42.1,40.0,0.095371669,0.0
10485,35442,Zip,AL,Aliceville,Tuscaloosa,Pickens County,63483.166670000006,16693.0,34.2,39.5,0.110215639,0.0
10486,35443,Zip,AL,Boligee,,Greene County,55954.416670000006,8284.0,22.7,29.5,0.021696252000000003,0.0
10487,35444,Zip,AL,Brookwood,Tuscaloosa,Tuscaloosa County,127321.25,22152.0,35.5,40.1,0.103667665,0.004429679000000001
10488,35446,Zip,AL,Buhl,Tuscaloosa,Tuscaloosa County,139544.6667,21816.0,39.5,39.3,0.08995080800000001,0.0
10489,35447,Zip,AL,Carrollton,Tuscaloosa,Pickens County,84729.33333,22598.0,41.1,39.3,0.09305912599999999,0.0
10490,35452,Zip,AL,Coker,Tuscaloosa,Tuscaloosa County,163088.25,31333.0,41.5,49.1,0.088483771,0.0
10491,35453,Zip,AL,Cottondale,Tuscaloosa,Tuscaloosa County,142881.75,23049.0,37.5,39.3,0.076152026,0.001736111
10492,35456,Zip,AL,Duncanville,Tuscaloosa,Tuscaloosa County,150467.1667,27640.0,45.8,42.7,0.066302979,0.0
10493,35457,Zip,AL,Echola,Tuscaloosa,Tuscaloosa County,166870.25,-666666666.0,-666666666.0,-666666666.0,,
10494,35458,Zip,AL,Elrod,Tuscaloosa,Tuscaloosa County,133422.4167,27904.0,31.0,23.9,0.082524272,0.053333333
10495,35459,Zip,AL,Geiger,,Sumter County,49895.83333,17845.0,35.9,42.0,0.058411215,0.0
10496,35460,Zip,AL,Epes,,Sumter County,73453.33333,16350.0,32.3,42.5,0.152684564,0.063909774
10497,35461,Zip,AL,Macedonia,Tuscaloosa,Pickens County,99989.83333,23183.0,38.8,49.4,0.05782976,0.0
10498,35462,Zip,AL,Eutaw,,Greene County,67545.08333,15895.0,55.7,52.0,0.057562407999999995,0.0
10499,35463,Zip,AL,Fosters,Tuscaloosa,Tuscaloosa County,142905.9167,28290.0,45.5,37.9,0.17678708699999998,0.049311927
10500,35464,Zip,AL,Gainesville,,Sumter County,62777.5,9985.0,32.5,32.7,0.141089109,0.0
10501,35466,Zip,AL,Gordo,Tuscaloosa,Pickens County,112374.75,27871.0,41.3,44.5,0.113659531,0.0
10502,35469,Zip,AL,Knoxville,,Greene County,135518.3333,9720.0,50.3,62.5,0.114457831,0.0
10503,35470,Zip,AL,Livingston,,Sumter County,81770.91667,15101.0,23.0,24.4,0.149430524,0.0
10504,35473,Zip,AL,Northport,Tuscaloosa,Tuscaloosa County,185896.5,28557.0,32.5,36.9,0.21296896699999998,0.0
10505,35474,Zip,AL,Moundville,Tuscaloosa,Hale County,132570.4167,27631.0,35.7,41.0,0.126728111,0.0
10506,35475,Zip,AL,Northport,Tuscaloosa,Tuscaloosa County,230630.25,30930.0,39.5,38.2,0.179889212,0.004951752
10507,35476,Zip,AL,Northport,Tuscaloosa,Tuscaloosa County,124214.1667,18832.0,32.4,37.1,0.146350932,0.0
10508,35480,Zip,AL,Ralph,Tuscaloosa,Tuscaloosa County,173100.3333,30881.0,45.0,42.1,0.09124424,0.0
10509,35481,Zip,AL,Reform,Tuscaloosa,Pickens County,80641.33333,19854.0,41.9,52.1,0.042301829000000006,0.0046189379999999995
10510,35490,Zip,AL,Vance,Tuscaloosa,Tuscaloosa County,146913.1667,21049.0,30.9,32.1,0.119452663,0.0
10511,35501,Zip,AL,Jasper,Birmingham-Hoover,Walker County,64253.916670000006,21323.0,37.1,37.5,0.067515728,0.000540979
10512,35503,Zip,AL,Jasper,Birmingham-Hoover,Walker County,115320.4167,23545.0,40.7,43.2,0.079968203,0.0
10513,35504,Zip,AL,Jasper,Birmingham-Hoover,Walker County,149255.3333,26809.0,38.8,44.5,0.129719788,0.008767123
10514,35540,Zip,AL,Addison,,Winston County,90177.33333,28189.0,41.6,43.3,0.067039106,0.0
10515,35541,Zip,AL,Arley,,Winston County,229184.0,26693.0,51.6,52.5,0.074303406,0.0008453089999999999
10516,35542,Zip,AL,Bankston,,Fayette County,73517.25,26144.0,53.2,58.5,0.100135318,0.0
10517,35543,Zip,AL,Bear Creek,,Marion County,59664.0,16324.0,32.1,36.9,0.035443037999999996,0.0
10518,35544,Zip,AL,Beaverton,,Lamar County,60979.75,27448.0,40.4,43.4,0.08493150699999999,0.0
10519,35545,Zip,AL,Fayette,,Fayette County,54715.083329999994,15152.0,47.3,58.5,0.0,0.0
10520,35546,Zip,AL,Berry,Tuscaloosa,Tuscaloosa County,98935.25,21038.0,41.5,37.7,0.076683534,0.0
10521,35548,Zip,AL,Brilliant,,Marion County,57841.583329999994,18537.0,41.1,47.7,0.047973532,0.0
10522,35549,Zip,AL,Carbon Hill,Birmingham-Hoover,Walker County,56482.75,18763.0,43.7,49.6,0.03968254,0.0
10523,35550,Zip,AL,Cordova,Birmingham-Hoover,Walker County,56838.25,21464.0,45.3,44.0,0.054475642000000005,0.0
10524,35552,Zip,AL,Detroit,,Lamar County,63018.0,16383.0,34.2,33.4,0.07200000000000001,0.0
10525,35553,Zip,AL,Double Springs,,Winston County,86102.66667,17701.0,47.5,48.6,0.102415164,0.0
10526,35554,Zip,AL,Eldridge,Birmingham-Hoover,Walker County,74826.25,19244.0,47.0,42.4,0.032894737,0.0
10527,35555,Zip,AL,Fayette,,Fayette County,68856.83333,23329.0,39.5,44.7,0.123092875,0.0
10528,35563,Zip,AL,Guin,,Marion County,77872.0,21635.0,44.8,46.9,0.058486584,0.003337041
10529,35564,Zip,AL,Hackleburg,,Marion County,72740.33333,19677.0,44.2,46.4,0.047301799000000005,0.0
10530,35565,Zip,AL,Haleyville,,Winston County,67714.91667,20194.0,43.4,47.0,0.057525362999999996,0.0
10531,35570,Zip,AL,Hamilton,,Marion County,85619.66667,22141.0,43.8,44.4,0.08884826300000001,0.0
10532,35571,Zip,AL,Hodges,,Franklin County,74779.25,26305.0,45.5,49.1,0.08562197099999999,0.0
10533,35572,Zip,AL,Houston,,Winston County,178417.5833,20093.0,43.6,42.9,0.075620767,0.0
10534,35574,Zip,AL,Kennedy,,Lamar County,64686.166670000006,34056.0,45.9,50.7,0.086363636,0.0
10535,35575,Zip,AL,Lynn,,Winston County,66415.91667,20786.0,48.0,45.7,0.088732394,0.005540166
10536,35576,Zip,AL,Millport,,Lamar County,71795.66667,25494.0,44.7,52.2,0.079931973,0.0
10537,35578,Zip,AL,Nauvoo,Birmingham-Hoover,Walker County,77737.91667,20733.0,48.8,45.6,0.06831256,0.0
10538,35579,Zip,AL,Oakman,Birmingham-Hoover,Walker County,72975.0,21409.0,35.6,48.1,0.061044177000000005,0.0
10539,35580,Zip,AL,Parrish,Birmingham-Hoover,Walker County,64158.25,20651.0,35.2,42.0,0.016528926,0.0
10540,35581,Zip,AL,Phil Campbell,,Franklin County,77231.83333,17963.0,45.0,32.7,0.09018857599999999,0.008700381
10541,35582,Zip,AL,Red Bay,,Franklin County,71032.58333,17809.0,32.4,40.9,0.063228541,0.003634161
10542,35584,Zip,AL,Jasper,Birmingham-Hoover,Walker County,33142.25,15417.0,30.8,51.7,0.018656716,0.0
10543,35585,Zip,AL,Spruce Pine,,Franklin County,96137.41667,27212.0,49.1,56.5,0.133258679,0.0
10544,35586,Zip,AL,Sulligent,,Lamar County,66728.66667,18671.0,40.9,50.1,0.056071666,0.007751938000000001
10545,35587,Zip,AL,Townley,Birmingham-Hoover,Walker County,81462.5,19972.0,47.0,55.7,0.0020161289999999998,0.0
10546,35592,Zip,AL,Vernon,,Lamar County,74055.66667,18936.0,45.3,43.3,0.10258899699999999,0.014872100000000001
10547,35593,Zip,AL,Vina,,Franklin County,71553.25,20534.0,43.0,42.6,0.08460236900000001,0.005221932
10548,35594,Zip,AL,Winfield,,Marion County,89793.83333,21965.0,38.5,44.3,0.11680327900000001,0.0
10549,35601,Zip,AL,Decatur,Decatur,Morgan County,87694.91667,21710.0,36.2,38.0,0.150515371,0.010666453000000001
10550,35603,Zip,AL,Decatur,Decatur,Morgan County,163297.8333,31504.0,40.8,45.0,0.194088222,0.0016728239999999998
10551,35610,Zip,AL,Anderson,Florence-Muscle Shoals,Lauderdale County,115768.9167,27144.0,45.7,54.0,0.08591549300000001,0.0
10552,35611,Zip,AL,Athens,Huntsville,Limestone County,119458.5833,23354.0,39.9,41.3,0.123767369,0.0
10553,35613,Zip,AL,Athens,Huntsville,Limestone County,195157.1667,30350.0,39.4,42.8,0.204646565,0.0027640670000000003
10554,35614,Zip,AL,Athens,Huntsville,Limestone County,123299.5833,19573.0,38.1,37.0,0.08338192400000001,0.0
10555,35615,Zip,AL,Huntsville,Huntsville,Madison County,68013.08333,57544.0,-666666666.0,-666666666.0,0.6938775509999999,0.0
10556,35616,Zip,AL,Cherokee,Florence-Muscle Shoals,Colbert County,73572.5,23744.0,46.9,49.2,0.052965310999999994,0.008658009
10557,35618,Zip,AL,Courtland,Decatur,Lawrence County,65282.0,17247.0,43.4,48.6,0.053083528,0.0
10558,35619,Zip,AL,Danville,Decatur,Morgan County,132105.0833,24736.0,41.9,43.1,0.047955733,0.010005559
10559,35620,Zip,AL,Elkmont,Huntsville,Limestone County,128493.0833,27896.0,40.9,45.0,0.07086489900000001,0.0
10560,35621,Zip,AL,Eva,Decatur,Morgan County,130930.25,26716.0,39.9,52.7,0.09345351,0.0
